mode,view_key,H_trained,report_step,model,use_dyn,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,keep_mean
H_time_query_causal,traffic_time_query,12,12,DCRNN,False,3.8958255767822267,0.004698655100788695,6.019538497924804,0.01346689844815542,0.16027725040912627,0.0007325372724043738,100.0
H_time_query_causal,traffic_time_query,12,12,HA,False,4.389371395111084,0.0,6.7794318199157715,0.0,0.17981813848018646,0.0,100.0
H_time_query_causal,traffic_time_query,12,12,LastValue,False,4.8844895362854,0.0,7.872481346130371,0.0,0.18883347511291504,0.0,100.0
H_time_query_causal,traffic_time_query,36,12,ARIMA,False,4.085697650909424,0.0,6.4136528968811035,0.0,0.16608335077762604,0.0,100.0
H_time_query_causal,traffic_time_query,36,12,CausalSTGCN,True,3.6829957962036133,0.09879019990634683,5.672651386260986,0.10429767181976456,0.1462775081396103,0.004730519329633727,100.0
H_time_query_causal,traffic_time_query,36,12,DCRNN,False,3.8940341472625732,0.00695472780564212,6.020078468322754,0.021854882792424216,0.16268543004989625,0.0008651661075706789,100.0
H_time_query_causal,traffic_time_query,36,12,HA,False,4.420600891113281,0.0,6.825934410095215,0.0,0.18181109428405762,0.0,100.0
H_time_query_causal,traffic_time_query,36,12,LastValue,False,4.908753871917725,0.0,7.917966842651367,0.0,0.1903935670852661,0.0,100.0
H_time_query_causal,traffic_time_query,36,36,ARIMA,False,4.513814449310303,0.0,7.000955104827881,0.0,0.1857883632183075,0.0,100.0
H_time_query_causal,traffic_time_query,36,36,CausalSTGCN,True,4.013027048110962,0.1155813486813483,6.16623592376709,0.13287862687685065,0.16267523765563965,0.006014772805190528,100.0
H_time_query_causal,traffic_time_query,36,36,DCRNN,False,4.46906681060791,0.004270099043987696,6.9584753036499025,0.02714544871731981,0.18851347267627716,0.0007240934571462477,100.0
H_time_query_causal,traffic_time_query,36,36,HA,False,4.366766452789307,0.0,6.768595218658447,0.0,0.18092548847198486,0.0,100.0
H_time_query_causal,traffic_time_query,36,36,LastValue,False,6.927804946899414,0.0,10.531035423278809,0.0,0.26274025440216064,0.0,100.0
I_time_weather_static,traffic_time_weather,12,12,ARIMA,False,4.06311559677124,0.0,6.376037120819092,0.0,0.16455253958702087,0.0,100.0
I_time_weather_static,traffic_time_weather,12,12,DCRNN,False,3.9122035026550295,0.0037904083892581785,6.0586236953735355,0.011920574246851348,0.16043826043605805,0.0006576805182335732,100.0
I_time_weather_static,traffic_time_weather,12,12,HA,False,4.389371395111084,0.0,6.7794318199157715,0.0,0.17981813848018646,0.0,100.0
I_time_weather_static,traffic_time_weather,12,12,LastValue,False,4.8844895362854,0.0,7.872481346130371,0.0,0.18883347511291504,0.0,100.0
I_time_weather_static,traffic_time_weather,12,12,STGCN,False,3.9564611434936525,0.05139012822816767,6.117149448394775,0.09467062021925259,0.15588003695011138,0.0037331527846329268,100.0
I_time_weather_static,traffic_time_weather,36,12,ARIMA,False,4.085697650909424,0.0,6.4136528968811035,0.0,0.16608335077762604,0.0,100.0
I_time_weather_static,traffic_time_weather,36,12,DCRNN,False,3.9056058883666993,0.018077031684310664,6.04383544921875,0.031393249537339865,0.16328381299972533,0.0011175721136420943,100.0
I_time_weather_static,traffic_time_weather,36,12,HA,False,4.420600891113281,0.0,6.825934410095215,0.0,0.18181109428405762,0.0,100.0
I_time_weather_static,traffic_time_weather,36,12,LastValue,False,4.908753871917725,0.0,7.917966842651367,0.0,0.1903935670852661,0.0,100.0
I_time_weather_static,traffic_time_weather,36,12,STGCN,False,3.787907028198242,0.04896323432140889,5.83180341720581,0.07611215733443683,0.14986128509044647,0.0016083715011189106,100.0
I_time_weather_static,traffic_time_weather,36,36,ARIMA,False,4.513814449310303,0.0,7.000955104827881,0.0,0.1857883632183075,0.0,100.0
I_time_weather_static,traffic_time_weather,36,36,DCRNN,False,4.482612133026123,0.01644810003448628,6.980155181884766,0.02671709682891235,0.18892737925052644,0.000967008045609476,100.0
I_time_weather_static,traffic_time_weather,36,36,HA,False,4.366766452789307,0.0,6.768595218658447,0.0,0.18092548847198486,0.0,100.0
